event_id,event_type,user_id,item_id,order_id,session_id,ts,payload
5062,AddToCart,235,73,,sess_235_1213,2026-01-14T12:03:57+00:00,"{""price"":""12540.75"",""quantity"":3}"
5063,RecommendationDisliked,299,1011,,sess_299_3871,2026-01-14T12:06:50+00:00,"{""action"":""dislike"",""request_id"":498}"
5064,CatalogViewed,504,684,,sess_504_1935,2026-01-14T12:31:43+00:00,"{""category_id"":15,""source"":""catalog""}"
5065,CatalogViewed,25,270,,sess_25_2759,2026-01-14T12:33:43+00:00,"{""category_id"":13,""source"":""catalog""}"
5066,RecommendationClicked,299,1027,,sess_299_6882,2026-01-14T12:34:08+00:00,"{""action"":""click"",""request_id"":498}"
5067,CatalogViewed,64,469,,sess_64_1072,2026-01-14T12:34:58+00:00,"{""category_id"":18,""source"":""catalog""}"
5068,RecommendationShown,281,,,sess_281_2109,2026-01-14T12:40:47+00:00,"{""context"":""catalog"",""items"":[600,784,767,896,173,8,1108,34,1147,787],""model_version"":""recs_rank_v6"",""request_id"":958}"
5069,CatalogViewed,6,874,,sess_6_9596,2026-01-14T13:03:01+00:00,"{""category_id"":11,""source"":""catalog""}"
5070,AddToCart,214,1049,,sess_214_6198,2026-01-14T13:56:16+00:00,"{""price"":""13852.60"",""quantity"":2}"
5071,RecommendationClicked,556,888,,sess_556_8245,2026-01-14T13:56:38+00:00,"{""action"":""click"",""request_id"":785}"
5072,RecommendationShown,138,,,sess_138_4192,2026-01-14T14:05:58+00:00,"{""context"":""catalog"",""items"":[833,773,53,222,1052,1133,800,1143,619,90],""model_version"":""recs_rank_v6"",""request_id"":1405}"
5073,CatalogViewed,163,66,,sess_163_2498,2026-01-14T14:16:31+00:00,"{""category_id"":9,""source"":""catalog""}"
5074,RecommendationClicked,299,385,,sess_299_4311,2026-01-14T14:28:36+00:00,"{""action"":""click"",""request_id"":498}"
5075,RecommendationClicked,543,932,,sess_543_6121,2026-01-14T14:48:21+00:00,"{""action"":""click"",""request_id"":466}"
5076,RecommendationShown,96,,,sess_96_4194,2026-01-14T15:01:16+00:00,"{""context"":""catalog"",""items"":[405,519,1072,1081,913,771,21,101,663,1053],""model_version"":""recs_rank_v5"",""request_id"":1047}"
5077,OrderPaid,348,,500282,,2026-01-14T15:01:57+00:00,"{""items"":[{""item_id"":41,""price"":""10928.16"",""qty"":2}],""payment_method"":""wallet"",""total"":""21856.32""}"
5078,CatalogViewed,303,63,,sess_303_2688,2026-01-14T15:12:05+00:00,"{""category_id"":4,""source"":""catalog""}"
5079,RecommendationClicked,80,1130,,sess_80_1199,2026-01-14T15:42:47+00:00,"{""action"":""click"",""request_id"":497}"
5080,RecommendationShown,255,,,sess_255_5974,2026-01-14T16:08:21+00:00,"{""context"":""cart"",""items"":[11,322,187,806,573,431,1172,980,88,401],""model_version"":""recs_rank_v8"",""request_id"":527}"
5081,CatalogViewed,490,795,,sess_490_2845,2026-01-14T16:23:26+00:00,"{""category_id"":14,""source"":""catalog""}"
5082,RecommendationShown,324,,,sess_324_1501,2026-01-14T16:47:08+00:00,"{""context"":""cart"",""items"":[672,840,536,511,970,543,683,146,489,924],""model_version"":""recs_rank_v6"",""request_id"":468}"
5083,CatalogViewed,459,955,,sess_459_9251,2026-01-14T16:59:45+00:00,"{""category_id"":5,""source"":""catalog""}"
5084,CatalogViewed,461,676,,sess_461_1805,2026-01-14T17:03:34+00:00,"{""category_id"":8,""source"":""catalog""}"
5085,RecommendationDisliked,196,1131,,sess_196_4346,2026-01-14T17:15:41+00:00,"{""action"":""dislike"",""request_id"":728}"
5086,RecommendationClicked,408,943,,sess_408_3536,2026-01-14T17:25:13+00:00,"{""action"":""click"",""request_id"":759}"
5087,RecommendationShown,249,,,sess_249_7854,2026-01-14T17:41:42+00:00,"{""context"":""catalog"",""items"":[221,394,830,1004,827,137,313,806,1014,571],""model_version"":""recs_rank_v6"",""request_id"":1278}"
5088,CatalogViewed,390,472,,sess_390_5484,2026-01-14T17:56:45+00:00,"{""category_id"":3,""source"":""catalog""}"
5089,OrderPaid,291,,500132,,2026-01-14T17:57:48+00:00,"{""items"":[{""item_id"":902,""price"":""78784.36"",""qty"":2},{""item_id"":45,""price"":""34825.17"",""qty"":1}],""payment_method"":""wallet"",""total"":""192393.89""}"
5090,RecommendationShown,28,,,sess_28_2620,2026-01-14T17:58:48+00:00,"{""context"":""catalog"",""items"":[342,556,276,993,110,540,74,761,566,706],""model_version"":""recs_rank_v6"",""request_id"":1217}"
5091,RecommendationShown,119,,,sess_119_9136,2026-01-14T18:12:14+00:00,"{""context"":""catalog"",""items"":[1116,626,535,869,1013,983,658,789,559,1086],""model_version"":""recs_rank_v6"",""request_id"":697}"
5092,RecommendationClicked,413,9,,sess_413_8075,2026-01-14T18:12:59+00:00,"{""action"":""click"",""request_id"":1268}"
5093,CatalogViewed,288,441,,sess_288_1490,2026-01-14T19:21:28+00:00,"{""category_id"":22,""source"":""catalog""}"
5094,RecommendationClicked,401,1054,,sess_401_9011,2026-01-14T19:33:49+00:00,"{""action"":""click"",""request_id"":208}"
5095,RecommendationClicked,212,72,,sess_212_1523,2026-01-14T19:48:53+00:00,"{""action"":""click"",""request_id"":1266}"
5096,RecommendationClicked,423,574,,sess_423_4536,2026-01-14T20:00:39+00:00,"{""action"":""click"",""request_id"":1134}"
5097,CatalogViewed,309,671,,sess_309_3577,2026-01-14T20:09:18+00:00,"{""category_id"":17,""source"":""catalog""}"
5098,AddToCart,589,1120,,sess_589_3496,2026-01-14T20:11:09+00:00,"{""price"":""15791.88"",""quantity"":3}"
5099,RecommendationClicked,113,165,,sess_113_4666,2026-01-14T20:25:12+00:00,"{""action"":""click"",""request_id"":860}"
5100,AddToCart,280,411,,sess_280_3388,2026-01-14T20:28:29+00:00,"{""price"":""32522.84"",""quantity"":2}"
5101,RecommendationShown,406,,,sess_406_4144,2026-01-14T20:30:46+00:00,"{""context"":""catalog"",""items"":[1171,354,576,878,1151,1047,700,824,435,198],""model_version"":""recs_rank_v6"",""request_id"":1014}"
5102,RecommendationClicked,423,810,,sess_423_7352,2026-01-14T20:34:13+00:00,"{""action"":""click"",""request_id"":1134}"
5103,CatalogViewed,123,93,,sess_123_2041,2026-01-14T20:38:11+00:00,"{""category_id"":3,""source"":""catalog""}"
5104,CatalogViewed,347,494,,sess_347_4589,2026-01-14T20:46:28+00:00,"{""category_id"":12,""source"":""catalog""}"
5105,RecommendationShown,218,912,,sess_218_5254,2026-01-14T20:54:54+00:00,"{""context"":""item"",""items"":[422,80,648,798,915,312,854,739,994,17],""model_version"":""recs_rank_v3"",""request_id"":119}"
5106,CatalogViewed,345,261,,sess_345_8781,2026-01-14T21:20:41+00:00,"{""category_id"":16,""source"":""catalog""}"
5107,AddToCart,396,606,,sess_396_2630,2026-01-14T21:27:59+00:00,"{""price"":""107158.98"",""quantity"":2}"
5108,RecommendationDisliked,28,110,,sess_28_8708,2026-01-14T21:30:53+00:00,"{""action"":""dislike"",""request_id"":1217}"
5109,CatalogViewed,210,395,,sess_210_3855,2026-01-14T21:32:23+00:00,"{""category_id"":14,""source"":""catalog""}"
5110,RecommendationClicked,406,354,,sess_406_6018,2026-01-14T21:35:06+00:00,"{""action"":""click"",""request_id"":1014}"
5111,CatalogViewed,353,765,,sess_353_7714,2026-01-14T21:38:45+00:00,"{""category_id"":10,""source"":""catalog""}"
5112,RecommendationClicked,28,276,,sess_28_6031,2026-01-14T22:14:28+00:00,"{""action"":""click"",""request_id"":1217}"
5113,OrderCreated,260,,500169,,2026-01-14T22:18:45+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":192,""price"":""72307.19"",""qty"":1},{""item_id"":34,""price"":""11771.70"",""qty"":1},{""item_id"":1181,""price"":""7470.42"",""qty"":1},{""item_id"":423,""price"":""8689.20"",""qty"":2}],""total"":""108927.71""}"
5114,RecommendationClicked,218,80,,sess_218_8577,2026-01-14T22:29:45+00:00,"{""action"":""click"",""request_id"":119}"
5115,CatalogViewed,443,682,,sess_443_8543,2026-01-14T22:46:57+00:00,"{""category_id"":14,""source"":""catalog""}"
5116,RecommendationClicked,28,540,,sess_28_4519,2026-01-14T22:53:05+00:00,"{""action"":""click"",""request_id"":1217}"
5117,OrderCreated,582,,500094,,2026-01-14T22:53:09+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":366,""price"":""77434.94"",""qty"":1},{""item_id"":418,""price"":""2833.74"",""qty"":1},{""item_id"":518,""price"":""1947.61"",""qty"":2},{""item_id"":326,""price"":""32216.31"",""qty"":1}],""total"":""116380.21""}"
5118,RecommendationClicked,408,560,,sess_408_6016,2026-01-14T23:02:00+00:00,"{""action"":""click"",""request_id"":759}"
5119,OrderCreated,33,,500127,,2026-01-14T23:02:39+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":188,""price"":""12405.75"",""qty"":1}],""total"":""12405.75""}"
5120,AddToCart,552,614,,sess_552_9906,2026-01-14T23:14:03+00:00,"{""price"":""14683.48"",""quantity"":2}"
5121,RecommendationClicked,249,827,,sess_249_4629,2026-01-14T23:24:20+00:00,"{""action"":""click"",""request_id"":1278}"
5122,CatalogViewed,83,1115,,sess_83_9643,2026-01-14T23:27:48+00:00,"{""category_id"":18,""source"":""catalog""}"
5123,RecommendationClicked,249,806,,sess_249_7178,2026-01-14T23:43:16+00:00,"{""action"":""click"",""request_id"":1278}"
5124,CatalogViewed,263,995,,sess_263_5980,2026-01-14T23:43:35+00:00,"{""category_id"":10,""source"":""catalog""}"
5125,RecommendationClicked,281,767,,sess_281_5061,2026-01-14T23:52:33+00:00,"{""action"":""click"",""request_id"":958}"
5126,RecommendationDisliked,28,706,,sess_28_2093,2026-01-15T00:01:01+00:00,"{""action"":""dislike"",""request_id"":1217}"
5127,OrderPaid,598,,500067,,2026-01-15T00:07:10+00:00,"{""items"":[{""item_id"":1136,""price"":""6491.70"",""qty"":1}],""payment_method"":""sbp"",""total"":""6491.70""}"
5128,RecommendationClicked,212,961,,sess_212_8981,2026-01-15T00:08:32+00:00,"{""action"":""click"",""request_id"":1266}"
5129,CatalogViewed,261,511,,sess_261_8138,2026-01-15T00:16:20+00:00,"{""category_id"":17,""source"":""catalog""}"
5130,RecommendationClicked,138,773,,sess_138_6902,2026-01-15T00:30:09+00:00,"{""action"":""click"",""request_id"":1405}"
5131,CatalogViewed,22,577,,sess_22_7753,2026-01-15T00:59:15+00:00,"{""category_id"":10,""source"":""catalog""}"
5132,CatalogViewed,593,28,,sess_593_6032,2026-01-15T01:21:30+00:00,"{""category_id"":13,""source"":""catalog""}"
5133,CatalogViewed,171,1132,,sess_171_7707,2026-01-15T01:31:41+00:00,"{""category_id"":23,""source"":""catalog""}"
5134,AddToCart,78,66,,sess_78_8544,2026-01-15T01:31:42+00:00,"{""price"":""7673.21"",""quantity"":3}"
5135,CatalogViewed,239,369,,sess_239_1380,2026-01-15T01:47:14+00:00,"{""category_id"":9,""source"":""catalog""}"
5136,OrderCreated,116,,500159,,2026-01-15T01:54:36+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":413,""price"":""25237.91"",""qty"":1},{""item_id"":224,""price"":""23349.31"",""qty"":1},{""item_id"":60,""price"":""91942.68"",""qty"":1}],""total"":""140529.90""}"
5137,CatalogViewed,329,1194,,sess_329_6059,2026-01-15T01:55:16+00:00,"{""category_id"":12,""source"":""catalog""}"
5138,CatalogViewed,474,76,,sess_474_9781,2026-01-15T02:12:36+00:00,"{""category_id"":15,""source"":""catalog""}"
5139,CatalogViewed,26,1163,,sess_26_4664,2026-01-15T02:24:28+00:00,"{""category_id"":22,""source"":""catalog""}"
5140,CatalogViewed,591,1068,,sess_591_8072,2026-01-15T02:28:14+00:00,"{""category_id"":10,""source"":""catalog""}"
5141,CatalogViewed,268,93,,sess_268_4788,2026-01-15T02:33:50+00:00,"{""category_id"":3,""source"":""catalog""}"
5142,AddToCart,414,163,,sess_414_2754,2026-01-15T03:34:12+00:00,"{""price"":""2126.96"",""quantity"":2}"
5143,RecommendationClicked,324,543,,sess_324_8146,2026-01-15T03:37:32+00:00,"{""action"":""click"",""request_id"":468}"
5144,RecommendationClicked,255,11,,sess_255_8907,2026-01-15T03:43:06+00:00,"{""action"":""click"",""request_id"":527}"
5145,RecommendationClicked,119,1086,,sess_119_8539,2026-01-15T03:49:22+00:00,"{""action"":""click"",""request_id"":697}"
5146,RecommendationShown,361,,,sess_361_5744,2026-01-15T03:56:11+00:00,"{""context"":""catalog"",""items"":[255,567,192,903,1049,420,763,1036,608,593],""model_version"":""recs_rank_v6"",""request_id"":977}"
5147,RecommendationShown,336,,,sess_336_8581,2026-01-15T03:59:41+00:00,"{""context"":""catalog"",""items"":[1134,273,662,1173,1060,9,426,1106,274,499],""model_version"":""recs_rank_v6"",""request_id"":366}"
5148,CatalogViewed,582,745,,sess_582_3012,2026-01-15T04:13:55+00:00,"{""category_id"":2,""source"":""catalog""}"
5149,RecommendationClicked,401,417,,sess_401_8579,2026-01-15T04:24:28+00:00,"{""action"":""click"",""request_id"":208}"
5150,RecommendationDisliked,413,225,,sess_413_5677,2026-01-15T04:35:23+00:00,"{""action"":""dislike"",""request_id"":1268}"
5151,CatalogViewed,485,24,,sess_485_5377,2026-01-15T04:37:30+00:00,"{""category_id"":24,""source"":""catalog""}"
5152,CatalogViewed,273,781,,sess_273_3514,2026-01-15T05:18:16+00:00,"{""category_id"":2,""source"":""catalog""}"
5153,CatalogViewed,511,726,,sess_511_1859,2026-01-15T05:21:24+00:00,"{""category_id"":11,""source"":""catalog""}"
5154,RecommendationClicked,138,833,,sess_138_7934,2026-01-15T05:22:42+00:00,"{""action"":""click"",""request_id"":1405}"
5155,RecommendationClicked,543,1149,,sess_543_9150,2026-01-15T05:29:25+00:00,"{""action"":""click"",""request_id"":466}"
5156,AddToCart,550,243,,sess_550_6944,2026-01-15T05:31:34+00:00,"{""price"":""7808.51"",""quantity"":2}"
5157,CatalogViewed,281,683,,sess_281_6593,2026-01-15T05:48:34+00:00,"{""category_id"":17,""source"":""catalog""}"
5158,RecommendationClicked,361,608,,sess_361_2536,2026-01-15T05:52:23+00:00,"{""action"":""click"",""request_id"":977}"
5159,AddToCart,463,608,,sess_463_8046,2026-01-15T06:14:58+00:00,"{""price"":""2160.89"",""quantity"":2}"
5160,RecommendationClicked,324,536,,sess_324_7140,2026-01-15T06:16:12+00:00,"{""action"":""click"",""request_id"":468}"
5161,RecommendationShown,359,239,,sess_359_9182,2026-01-15T06:36:13+00:00,"{""context"":""item"",""items"":[1035,593,52,85,1011,944,494,4,396,564],""model_version"":""recs_rank_v1"",""request_id"":622}"
5162,AddToCart,314,281,,sess_314_4180,2026-01-15T06:52:34+00:00,"{""price"":""102741.81"",""quantity"":3}"
5163,RecommendationClicked,359,564,,sess_359_3796,2026-01-15T07:03:33+00:00,"{""action"":""click"",""request_id"":622}"
5164,CatalogViewed,153,803,,sess_153_4773,2026-01-15T07:26:15+00:00,"{""category_id"":15,""source"":""catalog""}"
5165,OrderCreated,264,,500319,,2026-01-15T07:27:28+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":851,""price"":""29539.46"",""qty"":2}],""total"":""59078.92""}"
5166,CatalogViewed,119,1042,,sess_119_4849,2026-01-15T07:34:48+00:00,"{""category_id"":4,""source"":""catalog""}"
5167,RecommendationClicked,336,426,,sess_336_3709,2026-01-15T07:41:54+00:00,"{""action"":""click"",""request_id"":366}"
5168,CatalogViewed,14,200,,sess_14_1515,2026-01-15T07:51:09+00:00,"{""category_id"":11,""source"":""catalog""}"
5169,RecommendationDisliked,281,896,,sess_281_1259,2026-01-15T07:58:22+00:00,"{""action"":""dislike"",""request_id"":958}"
5170,RecommendationClicked,543,833,,sess_543_2817,2026-01-15T07:59:28+00:00,"{""action"":""click"",""request_id"":466}"
5171,RecommendationShown,453,,,sess_453_1430,2026-01-15T08:22:52+00:00,"{""context"":""catalog"",""items"":[979,1069,426,759,882,380,932,516,480,308],""model_version"":""recs_rank_v7"",""request_id"":256}"
5172,CatalogViewed,122,908,,sess_122_2187,2026-01-15T08:33:15+00:00,"{""category_id"":9,""source"":""catalog""}"
5173,RecommendationShown,511,592,,sess_511_5810,2026-01-15T08:46:34+00:00,"{""context"":""cart"",""items"":[1039,88,104,989,746,1055,708,1061,998,79],""model_version"":""recs_rank_v6"",""request_id"":669}"
5174,AddToCart,56,197,,sess_56_9156,2026-01-15T08:48:35+00:00,"{""price"":""10253.71"",""quantity"":1}"
5175,OrderCreated,481,,500276,,2026-01-15T09:09:28+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":773,""price"":""3473.21"",""qty"":1},{""item_id"":714,""price"":""11583.79"",""qty"":2}],""total"":""26640.79""}"
5176,OrderPaid,260,,500169,,2026-01-15T09:19:45+00:00,"{""items"":[{""item_id"":192,""price"":""72307.19"",""qty"":1},{""item_id"":34,""price"":""11771.70"",""qty"":1},{""item_id"":1181,""price"":""7470.42"",""qty"":1},{""item_id"":423,""price"":""8689.20"",""qty"":2}],""payment_method"":""sbp"",""total"":""108927.71""}"
5177,RecommendationShown,573,807,,sess_573_7751,2026-01-15T09:22:34+00:00,"{""context"":""cart"",""items"":[1142,95,479,1113,639,412,1050,889,899,364],""model_version"":""recs_rank_v6"",""request_id"":733}"
5178,CatalogViewed,423,396,,sess_423_6541,2026-01-15T09:22:53+00:00,"{""category_id"":12,""source"":""catalog""}"
5179,RecommendationShown,287,180,,sess_287_3296,2026-01-15T09:28:40+00:00,"{""context"":""cart"",""items"":[168,831,530,650,1024,26,12,47,51,895],""model_version"":""recs_rank_v8"",""request_id"":711}"
5180,RecommendationClicked,96,1081,,sess_96_8326,2026-01-15T09:29:08+00:00,"{""action"":""click"",""request_id"":1047}"
5181,CatalogViewed,268,599,,sess_268_5118,2026-01-15T09:38:57+00:00,"{""category_id"":18,""source"":""catalog""}"
5182,CatalogViewed,177,586,,sess_177_5277,2026-01-15T09:44:36+00:00,"{""category_id"":9,""source"":""catalog""}"
5183,CatalogViewed,78,1040,,sess_78_1383,2026-01-15T10:12:05+00:00,"{""category_id"":16,""source"":""catalog""}"
5184,CatalogViewed,488,340,,sess_488_9257,2026-01-15T10:17:01+00:00,"{""category_id"":22,""source"":""catalog""}"
5185,CatalogViewed,253,707,,sess_253_3382,2026-01-15T10:40:53+00:00,"{""category_id"":13,""source"":""catalog""}"
5186,AddToCart,367,865,,sess_367_4940,2026-01-15T11:03:20+00:00,"{""price"":""33413.43"",""quantity"":2}"
5187,CatalogViewed,502,957,,sess_502_3565,2026-01-15T11:14:20+00:00,"{""category_id"":23,""source"":""catalog""}"
5188,CatalogViewed,384,915,,sess_384_2162,2026-01-15T11:16:51+00:00,"{""category_id"":8,""source"":""catalog""}"
5189,CatalogViewed,78,232,,sess_78_2826,2026-01-15T11:31:23+00:00,"{""category_id"":6,""source"":""catalog""}"
5190,CatalogViewed,306,703,,sess_306_8961,2026-01-15T11:37:18+00:00,"{""category_id"":17,""source"":""catalog""}"
5191,AddToCart,326,1177,,sess_326_1626,2026-01-15T11:38:55+00:00,"{""price"":""32748.91"",""quantity"":2}"
5192,CatalogViewed,189,1198,,sess_189_4932,2026-01-15T11:47:52+00:00,"{""category_id"":11,""source"":""catalog""}"
5193,RecommendationShown,111,,,sess_111_4232,2026-01-15T12:06:30+00:00,"{""context"":""catalog"",""items"":[1040,277,1027,652,165,1110,1119,773,516,896],""model_version"":""recs_rank_v6"",""request_id"":919}"
5194,RecommendationShown,170,,,sess_170_7552,2026-01-15T12:33:36+00:00,"{""context"":""catalog"",""items"":[743,641,681,369,583,101,574,338,48,1164],""model_version"":""recs_rank_v6"",""request_id"":381}"
5195,CatalogViewed,133,87,,sess_133_4678,2026-01-15T12:34:06+00:00,"{""category_id"":17,""source"":""catalog""}"
5196,RecommendationClicked,28,342,,sess_28_4354,2026-01-15T12:34:42+00:00,"{""action"":""click"",""request_id"":1217}"
5197,RecommendationShown,204,,,sess_204_7351,2026-01-15T13:14:28+00:00,"{""context"":""catalog"",""items"":[177,61,464,659,1120,143,215,523,891,70],""model_version"":""recs_rank_v6"",""request_id"":1482}"
5198,RecommendationShown,533,,,sess_533_4690,2026-01-15T13:33:19+00:00,"{""context"":""catalog"",""items"":[948,1135,1197,314,292,756,200,793,183,966],""model_version"":""recs_rank_v6"",""request_id"":1117}"
5199,RecommendationClicked,287,12,,sess_287_6787,2026-01-15T14:17:18+00:00,"{""action"":""click"",""request_id"":711}"
5200,CatalogViewed,294,830,,sess_294_3311,2026-01-15T14:25:59+00:00,"{""category_id"":20,""source"":""catalog""}"
5201,RecommendationShown,530,,,sess_530_6317,2026-01-15T14:32:53+00:00,"{""context"":""catalog"",""items"":[598,956,55,917,476,1180,1033,828,649,409],""model_version"":""recs_rank_v6"",""request_id"":1408}"
5202,OrderPaid,582,,500094,,2026-01-15T15:41:09+00:00,"{""items"":[{""item_id"":366,""price"":""77434.94"",""qty"":1},{""item_id"":418,""price"":""2833.74"",""qty"":1},{""item_id"":518,""price"":""1947.61"",""qty"":2},{""item_id"":326,""price"":""32216.31"",""qty"":1}],""payment_method"":""card"",""total"":""116380.21""}"
5203,RecommendationDisliked,287,168,,sess_287_6789,2026-01-15T15:41:57+00:00,"{""action"":""dislike"",""request_id"":711}"
5204,RecommendationDisliked,218,17,,sess_218_3159,2026-01-15T15:44:56+00:00,"{""action"":""dislike"",""request_id"":119}"
5205,RecommendationDisliked,511,998,,sess_511_2360,2026-01-15T15:58:14+00:00,"{""action"":""dislike"",""request_id"":669}"
5206,RecommendationClicked,138,222,,sess_138_8290,2026-01-15T16:15:58+00:00,"{""action"":""click"",""request_id"":1405}"
5207,RecommendationClicked,196,595,,sess_196_3998,2026-01-15T16:41:27+00:00,"{""action"":""click"",""request_id"":728}"
5208,RecommendationClicked,453,426,,sess_453_2705,2026-01-15T17:04:31+00:00,"{""action"":""click"",""request_id"":256}"
5209,RecommendationDisliked,96,663,,sess_96_9867,2026-01-15T17:06:19+00:00,"{""action"":""dislike"",""request_id"":1047}"
5210,RecommendationShown,303,824,,sess_303_9275,2026-01-15T17:22:19+00:00,"{""context"":""item"",""items"":[576,356,672,1047,1164,808,129,14,878,943],""model_version"":""recs_rank_v6"",""request_id"":84}"
5211,CatalogViewed,237,694,,sess_237_1967,2026-01-15T17:45:54+00:00,"{""category_id"":7,""source"":""catalog""}"
5212,OrderPaid,116,,500159,,2026-01-15T17:52:36+00:00,"{""items"":[{""item_id"":413,""price"":""25237.91"",""qty"":1},{""item_id"":224,""price"":""23349.31"",""qty"":1},{""item_id"":60,""price"":""91942.68"",""qty"":1}],""payment_method"":""card"",""total"":""140529.90""}"
5213,RecommendationClicked,255,88,,sess_255_7966,2026-01-15T18:24:50+00:00,"{""action"":""click"",""request_id"":527}"
5214,CatalogViewed,168,1106,,sess_168_4097,2026-01-15T18:41:10+00:00,"{""category_id"":9,""source"":""catalog""}"
5215,OrderPaid,33,,500127,,2026-01-15T18:45:39+00:00,"{""items"":[{""item_id"":188,""price"":""12405.75"",""qty"":1}],""payment_method"":""wallet"",""total"":""12405.75""}"
5216,CatalogViewed,398,194,,sess_398_6405,2026-01-15T18:51:03+00:00,"{""category_id"":3,""source"":""catalog""}"
5217,CatalogViewed,7,713,,sess_7_2832,2026-01-15T18:52:04+00:00,"{""category_id"":13,""source"":""catalog""}"
5218,CatalogViewed,428,1114,,sess_428_9567,2026-01-15T19:07:07+00:00,"{""category_id"":9,""source"":""catalog""}"
5219,RecommendationShown,75,,,sess_75_7378,2026-01-15T19:10:17+00:00,"{""context"":""catalog"",""items"":[702,1010,571,1133,221,461,265,356,673,872],""model_version"":""recs_rank_v6"",""request_id"":538}"
5220,CatalogViewed,531,318,,sess_531_7332,2026-01-15T19:33:48+00:00,"{""category_id"":8,""source"":""catalog""}"
5221,AddToCart,503,608,,sess_503_4499,2026-01-15T19:53:14+00:00,"{""price"":""2160.89"",""quantity"":2}"
5222,RecommendationClicked,119,626,,sess_119_1214,2026-01-15T19:54:07+00:00,"{""action"":""click"",""request_id"":697}"
5223,RecommendationClicked,406,878,,sess_406_7869,2026-01-15T20:14:33+00:00,"{""action"":""click"",""request_id"":1014}"
5224,OrderPaid,264,,500319,,2026-01-15T20:22:28+00:00,"{""items"":[{""item_id"":851,""price"":""29539.46"",""qty"":2}],""payment_method"":""card"",""total"":""59078.92""}"
5225,AddToCart,135,420,,sess_135_3225,2026-01-15T20:22:51+00:00,"{""price"":""10921.88"",""quantity"":1}"
5226,RecommendationClicked,170,1164,,sess_170_7100,2026-01-15T20:41:14+00:00,"{""action"":""click"",""request_id"":381}"
5227,CatalogViewed,59,790,,sess_59_4328,2026-01-15T21:05:44+00:00,"{""category_id"":21,""source"":""catalog""}"
5228,RecommendationClicked,573,639,,sess_573_9729,2026-01-15T21:10:53+00:00,"{""action"":""click"",""request_id"":733}"
5229,RecommendationClicked,204,143,,sess_204_5467,2026-01-15T21:20:26+00:00,"{""action"":""click"",""request_id"":1482}"
5230,CatalogViewed,221,1050,,sess_221_9004,2026-01-15T21:41:51+00:00,"{""category_id"":15,""source"":""catalog""}"
5231,RecommendationClicked,218,648,,sess_218_1903,2026-01-15T22:42:34+00:00,"{""action"":""click"",""request_id"":119}"
5232,RecommendationShown,203,448,,sess_203_7218,2026-01-15T22:55:21+00:00,"{""context"":""cart"",""items"":[498,992,90,926,1133,103,610,1068,1040,261],""model_version"":""recs_rank_v1"",""request_id"":1200}"
5233,AddToCart,69,944,,sess_69_2672,2026-01-15T23:05:11+00:00,"{""price"":""5186.64"",""quantity"":2}"
5234,OrderCreated,72,,500034,,2026-01-15T23:20:55+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":771,""price"":""939.00"",""qty"":2}],""total"":""1878.00""}"
5235,CatalogViewed,480,809,,sess_480_8617,2026-01-15T23:23:58+00:00,"{""category_id"":23,""source"":""catalog""}"
5236,RecommendationClicked,324,511,,sess_324_7767,2026-01-15T23:39:20+00:00,"{""action"":""click"",""request_id"":468}"
5237,OrderCreated,383,,500298,,2026-01-16T00:09:46+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":638,""price"":""21864.69"",""qty"":1},{""item_id"":840,""price"":""7386.12"",""qty"":2},{""item_id"":1067,""price"":""41698.63"",""qty"":2}],""total"":""120034.19""}"
5238,CatalogViewed,447,650,,sess_447_1939,2026-01-16T00:15:28+00:00,"{""category_id"":4,""source"":""catalog""}"
5239,RecommendationShown,533,,,sess_533_1577,2026-01-16T00:35:01+00:00,"{""context"":""catalog"",""items"":[315,937,509,281,579,280,902,190,1076,143],""model_version"":""recs_rank_v3"",""request_id"":424}"
5240,AddToCart,392,636,,sess_392_4458,2026-01-16T00:41:29+00:00,"{""price"":""788.17"",""quantity"":2}"
5241,RecommendationClicked,75,265,,sess_75_5761,2026-01-16T01:07:05+00:00,"{""action"":""click"",""request_id"":538}"
5242,CatalogViewed,49,878,,sess_49_4663,2026-01-16T01:23:23+00:00,"{""category_id"":19,""source"":""catalog""}"
5243,OrderCreated,539,,500339,,2026-01-16T01:31:00+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":946,""price"":""211731.91"",""qty"":2},{""item_id"":133,""price"":""28901.14"",""qty"":1}],""total"":""452364.96""}"
5244,RecommendationClicked,406,824,,sess_406_7916,2026-01-16T01:41:08+00:00,"{""action"":""click"",""request_id"":1014}"
5245,RecommendationShown,508,309,,sess_508_2264,2026-01-16T02:05:44+00:00,"{""context"":""item"",""items"":[387,359,779,173,193,804,226,10,651,132],""model_version"":""recs_rank_v6"",""request_id"":1189}"
5246,RecommendationClicked,530,409,,sess_530_2821,2026-01-16T02:06:57+00:00,"{""action"":""click"",""request_id"":1408}"
