user_id,updated_at,category_counts,brand_counts,avg_check,last_k_items,last_active_ts
207,2025-12-20T21:00:04+00:00,"{""1"":30,""13"":33,""17"":15,""5"":15,""7"":108}","{""AquaLeaf"":43,""Foxly"":98,""Orion"":61,""Vertex"":89,""Volna"":16}",5933.41,"[449,601,102,1002,1041,648,884]",2026-02-07T06:47:49+00:00
208,2026-02-22T06:54:20+00:00,"{""10"":77,""14"":44,""15"":9,""17"":132,""2"":15,""20"":37,""3"":109}","{""HomeArt"":11,""Neonix"":9,""Orion"":74,""Terra"":35,""UrbanFit"":86}",,"[413,639,467,1173,198,26,412,187,339,979]",2026-02-24T21:22:30+00:00
209,2026-02-24T15:26:50+00:00,"{""10"":123,""15"":114,""19"":100,""20"":24,""22"":119,""8"":87}","{""Foxly"":15,""Futura"":78,""HomeArt"":69,""NordLine"":100}",55283.26,"[453,381,780,376,375]",2026-03-01T05:41:13+00:00
210,2026-01-24T18:48:06+00:00,"{""14"":136,""18"":119,""19"":68,""20"":88,""6"":30,""8"":148}","{""Crafto"":70,""Smarton"":89,""Terra"":57}",60503.71,"[660,804,842,1146,1021]",
211,2025-12-16T03:05:06+00:00,"{""18"":98,""19"":125,""21"":33,""22"":111,""6"":146,""8"":158,""9"":147}","{""Crafto"":51,""HomeArt"":36,""Orion"":9,""UrbanFit"":31}",15274.50,"[11,105,313,259,470,525,610]",2025-12-21T12:16:38+00:00
212,2025-12-04T02:39:28+00:00,"{""19"":99,""2"":89,""23"":69,""3"":112,""4"":125,""5"":141}","{""HomeArt"":82,""MobiPro"":9,""Optima"":61,""Orion"":102,""SilverBox"":24}",20449.68,"[140,1196,1043,48,613,846,201]",2026-01-28T00:46:19+00:00
213,2026-01-09T16:20:14+00:00,"{""1"":125,""12"":21,""22"":30,""7"":86}","{""Brisk"":96,""NordLine"":33,""SilverBox"":84}",48990.36,"[1158,983,962,1012,499,43,1135,334]",2026-01-14T09:55:04+00:00
214,2025-12-11T18:20:38+00:00,"{""1"":45,""10"":22,""15"":116,""18"":4,""20"":37,""5"":91,""7"":135}","{""AquaLeaf"":14,""CleverBee"":14,""Terra"":55,""UrbanFit"":2}",,"[487,770,315,246,565]",2026-02-06T12:53:18+00:00
215,2025-12-03T12:06:39+00:00,"{""17"":105,""21"":79,""3"":153,""7"":99}","{""AquaLeaf"":70,""SilverBox"":100,""Vertex"":37,""Volna"":45}",,"[718,33,477,856,988,507,483,1011,858,1119]",2026-01-17T09:10:11+00:00
216,2026-02-01T02:27:28+00:00,"{""14"":151,""23"":36,""8"":48}","{""Foxly"":17,""Futura"":71,""PrimeTech"":64,""UrbanFit"":91}",30562.39,"[101,402,83,676,910,1195,586,783,551,264,555,542]",2026-02-07T11:38:45+00:00
217,2026-01-09T05:35:22+00:00,"{""21"":84,""6"":20,""9"":47}","{""Neonix"":57,""PixelWay"":29,""Rivex"":24,""SilverBox"":97}",57705.10,"[406,743,635,22,314,638,526,332,629,131]",2026-01-14T12:21:49+00:00
218,2025-12-07T08:32:30+00:00,"{""15"":80,""23"":85,""3"":70}","{""Lira"":114,""MobiPro"":48,""NordLine"":109}",47318.83,"[874,471,398,799,939,1174,512,705,1010,1134]",2025-12-06T14:46:09+00:00
219,2026-02-02T00:02:05+00:00,"{""13"":10,""24"":34,""4"":124}","{""Aster"":95,""TrueSound"":58}",,"[1151,547,1170,486,232,794,995,182,977,471,523,20]",2026-01-28T10:06:18+00:00
220,2026-01-13T04:32:36+00:00,"{""12"":131,""15"":7,""20"":112}","{""Aster"":56,""Lumen"":109,""Neonix"":5,""NordLine"":93,""PrimeTech"":31}",17930.36,"[1139,62,479,1022,467,233,208,533,403,126,780,341]",2026-02-24T13:43:46+00:00
221,2026-02-22T13:39:35+00:00,"{""13"":28,""14"":129,""23"":13,""24"":5,""5"":59}","{""AquaLeaf"":99,""NordLine"":120,""Rivex"":58,""SilverBox"":73}",25792.93,"[616,223,809,792,963,480,705,1102,1092]",2026-02-22T13:11:15+00:00
222,2026-02-04T07:05:41+00:00,"{""15"":19,""18"":105,""4"":27,""5"":58,""7"":63}","{""NordLine"":111,""PixelWay"":4,""Smarton"":25,""Terra"":52}",18954.95,"[902,232,868,724,991,549,419,1071,413]",2026-02-14T23:10:27+00:00
223,2026-02-19T16:24:18+00:00,"{""10"":98,""11"":89,""15"":41,""18"":115,""20"":102,""23"":141}","{""CleverBee"":19,""NordLine"":67,""Volna"":45}",,"[708,1133,159,885,1200,897,737]",2026-02-19T20:43:58+00:00
224,2026-02-10T10:53:29+00:00,"{""11"":17,""12"":8,""19"":117,""22"":114,""3"":41,""5"":154,""9"":151}","{""Aster"":16,""CleverBee"":16,""HomeArt"":79,""Lira"":49,""Optima"":100}",57882.91,"[53,1198,435,213,228,978]",2026-02-14T02:57:51+00:00
225,2025-12-08T03:04:22+00:00,"{""14"":139,""15"":130,""2"":53}","{""AquaLeaf"":53,""Aster"":40,""Lumen"":58,""TrueSound"":93}",15991.00,"[764,468,412,365,481,1080,390]",
226,2025-12-24T02:55:29+00:00,"{""15"":102,""19"":32,""21"":6,""24"":46,""3"":80,""6"":84,""9"":85}","{""Aster"":7,""Crafto"":104,""PrimeTech"":21,""Vertex"":7}",,"[1092,133,950,668,789,136,568,91,639,301]",2026-01-07T05:10:47+00:00
227,2025-12-25T21:56:31+00:00,"{""1"":160,""11"":157,""17"":25,""20"":39,""23"":65,""5"":81,""6"":130}","{""Lira"":109,""Orion"":76,""UrbanFit"":91,""Vertex"":28}",9881.42,"[521,319,569,636,893]",2026-01-14T21:09:10+00:00
228,2025-12-22T12:33:00+00:00,"{""11"":75,""17"":107,""18"":121,""3"":123,""6"":144}","{""Brisk"":72,""HomeArt"":19,""Lumen"":77,""Orion"":52,""Terra"":118}",40587.94,"[714,1117,240,62,690]",2026-01-22T05:25:10+00:00
229,2026-01-12T21:45:17+00:00,"{""17"":102,""3"":104,""8"":101}","{""AquaLeaf"":93,""SilverBox"":38,""Smarton"":96,""Vertex"":84}",38896.91,"[223,941,306,686,69,1007,1164,1134]",2026-02-12T14:58:34+00:00
230,2025-12-31T18:48:43+00:00,"{""11"":146,""15"":94,""7"":48}","{""MobiPro"":120,""PixelWay"":18,""PrimeTech"":10,""TrueSound"":78}",,"[698,578,622,990,1088,541,164,1109,822]",2026-01-25T19:43:42+00:00
231,2025-12-23T09:13:35+00:00,"{""10"":68,""2"":97,""20"":56,""3"":76}","{""AquaLeaf"":110,""Brisk"":55,""HomeArt"":109,""Lira"":89,""NordLine"":44}",51878.62,"[73,1019,785,533,135,121,825]",2026-02-25T05:38:11+00:00
232,2026-02-08T10:54:38+00:00,"{""18"":129,""7"":50,""8"":41}","{""Orion"":64,""Rivex"":20,""SilverBox"":35,""Terra"":85,""Vertex"":71}",61099.99,"[379,354,583,769,127,534,43,1134,493,942]",2026-02-15T11:44:12+00:00
233,2026-01-19T13:00:59+00:00,"{""11"":91,""15"":90,""21"":57}","{""HomeArt"":76,""PrimeTech"":29,""Rivex"":107,""UrbanFit"":40}",56113.09,"[1155,546,940,7,316,934]",2026-02-04T17:39:52+00:00
234,2025-12-07T14:10:42+00:00,"{""1"":112,""12"":51,""13"":69,""15"":84,""24"":133,""6"":53,""9"":73}","{""Brisk"":76,""Crafto"":94,""Neonix"":109,""PixelWay"":51}",,"[21,89,187,139,1177,208]",2026-02-27T15:24:33+00:00
235,2026-01-14T12:14:36+00:00,"{""18"":82,""19"":53,""20"":12,""9"":81}","{""Brisk"":41,""Lira"":14,""Rivex"":81,""Vertex"":9}",32049.84,"[1114,101,497,657,1056,1012,463,198,906,693,1145]",2026-01-29T10:43:05+00:00
236,2025-12-16T20:21:15+00:00,"{""1"":25,""10"":85,""13"":53,""19"":27,""20"":37,""4"":70,""8"":93}","{""Aster"":68,""HomeArt"":3,""NordLine"":62,""PixelWay"":78,""Terra"":57}",3730.09,"[573,891,604,1165,581,949,817,1162,39]",2026-01-11T10:10:57+00:00
237,2026-01-25T22:44:31+00:00,"{""10"":29,""2"":106,""22"":31}","{""CleverBee"":76,""Lira"":118,""MobiPro"":74,""Neonix"":113}",,"[517,732,997,1047,598,306,131,679,16,197,489]",2026-02-04T19:14:11+00:00
238,2025-12-04T20:46:45+00:00,"{""12"":18,""22"":113,""5"":124}","{""Aster"":103,""Crafto"":86,""HomeArt"":37,""Lira"":100,""Lumen"":108,""Volna"":30}",27634.14,"[1120,659,451,955,1056,967,596,18]",2026-01-13T05:53:48+00:00
239,2026-01-21T09:20:14+00:00,"{""14"":6,""18"":23,""19"":109,""2"":32,""20"":16}","{""Aster"":4,""CleverBee"":110,""Lumen"":40,""Orion"":103,""Vertex"":93}",,"[534,1123,228,1023,1047,932,798,1095]",2026-01-21T21:13:31+00:00
240,2025-12-06T10:40:30+00:00,"{""14"":53,""17"":42,""2"":54,""23"":137}","{""Brisk"":77,""Foxly"":79,""Rivex"":99,""Smarton"":65,""UrbanFit"":64}",14794.14,"[233,550,41,518,917,448,67,152,227,961,1060]",2025-12-03T09:39:40+00:00
241,2026-01-27T19:40:14+00:00,"{""1"":6,""10"":7,""6"":20}","{""AquaLeaf"":37,""Optima"":46,""Orion"":33,""PixelWay"":19,""Volna"":11}",38851.90,"[817,657,1042,794,672,627,899,495,265]",2026-02-01T13:25:44+00:00
242,2026-01-26T14:56:48+00:00,"{""12"":30,""21"":8,""6"":83}","{""CleverBee"":17,""Orion"":88,""PixelWay"":72,""TrueSound"":63,""Vertex"":66}",,"[24,610,758,817,1162,381,736,222,490]",2026-02-10T05:39:18+00:00
243,2026-01-20T12:31:40+00:00,"{""1"":41,""17"":126,""2"":137}","{""MobiPro"":29,""Neonix"":85,""Orion"":120,""Rivex"":50,""SilverBox"":44,""Volna"":104}",59128.73,"[605,470,786,546,207,698,788,597]",2026-02-17T21:03:00+00:00
244,2025-12-21T11:08:03+00:00,"{""13"":53,""6"":12,""8"":44}","{""Aster"":107,""HomeArt"":102,""PixelWay"":97,""PrimeTech"":60,""Terra"":91,""Volna"":59}",20483.94,"[698,145,1049,998,804,424,307,693,1015,197,615,1197]",2025-12-25T09:35:11+00:00
245,2026-02-15T12:56:12+00:00,"{""1"":59,""15"":72,""8"":98}","{""AquaLeaf"":76,""MobiPro"":104,""PrimeTech"":114,""Rivex"":88,""SilverBox"":10}",,"[1077,858,187,515,936,586,369,774,834,1184]",2026-02-12T18:11:19+00:00
246,2026-02-15T15:41:01+00:00,"{""12"":74,""17"":18,""18"":160}","{""Lumen"":19,""MobiPro"":13,""NordLine"":12,""SilverBox"":90}",,"[346,251,931,134,1031,242]",2026-02-20T19:21:27+00:00
247,2026-02-22T15:00:26+00:00,"{""12"":69,""13"":16,""22"":21,""8"":30}","{""Foxly"":12,""Futura"":70,""Lumen"":14,""SilverBox"":97,""Volna"":4}",7208.53,"[379,245,1189,489,159,1083,110,730]",2026-02-21T08:58:12+00:00
248,2025-12-21T04:16:13+00:00,"{""14"":69,""17"":141,""5"":43,""8"":103}","{""Brisk"":120,""Lira"":107,""Neonix"":85,""NordLine"":13,""Smarton"":103,""Terra"":61}",1775.32,"[56,336,469,824,393]",2026-01-05T16:48:10+00:00
249,2026-01-14T10:11:59+00:00,"{""18"":74,""20"":14,""21"":66,""9"":153}","{""Lira"":27,""MobiPro"":40,""Neonix"":113,""Rivex"":48,""SilverBox"":118,""TrueSound"":48}",,"[867,666,288,388,653,627]",2026-01-08T05:07:59+00:00
250,2026-02-20T14:43:41+00:00,"{""10"":54,""12"":159,""13"":92}","{""Optima"":117,""PrimeTech"":84,""Terra"":45}",45668.53,"[63,32,912,747,612,468]",2026-02-25T16:31:36+00:00
251,2025-12-08T06:35:56+00:00,"{""11"":125,""13"":60,""14"":140,""15"":87,""2"":154,""3"":88,""9"":52}","{""Brisk"":18,""HomeArt"":58,""Lira"":52,""MobiPro"":114,""PixelWay"":32,""Vertex"":48}",,"[562,62,328,1058,436,877,652,817]",2026-01-10T08:09:40+00:00
252,2026-01-11T13:51:22+00:00,"{""12"":24,""20"":6,""22"":12,""3"":125}","{""Foxly"":42,""NordLine"":70,""Optima"":90,""Vertex"":22,""Volna"":54}",29395.45,"[576,776,60,691,621]",2026-01-25T14:59:39+00:00
253,2026-01-16T13:27:16+00:00,"{""16"":35,""20"":39,""3"":66,""4"":121,""6"":130,""7"":65,""9"":87}","{""Futura"":37,""Lumen"":53,""Optima"":93,""SilverBox"":119}",42288.54,"[289,55,1048,698,621,40]",2026-02-07T01:18:49+00:00
254,2025-12-15T00:39:22+00:00,"{""1"":137,""11"":60,""22"":107}","{""Foxly"":77,""Futura"":82,""PrimeTech"":46,""Rivex"":2,""TrueSound"":100}",39645.94,"[852,594,1077,1080,537]",2026-01-14T23:03:10+00:00
255,2026-01-11T07:49:21+00:00,"{""1"":61,""21"":15,""8"":134}","{""AquaLeaf"":80,""Aster"":54,""Foxly"":8,""Lumen"":4,""NordLine"":81,""TrueSound"":46}",11837.16,"[351,499,1200,102,1150,29,124,220,27,187]",2026-02-12T02:38:57+00:00
256,2025-12-12T00:53:37+00:00,"{""1"":106,""16"":117,""21"":51,""7"":105}","{""AquaLeaf"":46,""Aster"":4,""Brisk"":10,""NordLine"":76,""SilverBox"":99}",42568.94,"[251,100,590,987,388,387,21,46,450]",2026-01-10T21:05:24+00:00
257,2025-12-21T02:32:13+00:00,"{""13"":99,""15"":20,""17"":135,""19"":40,""23"":52,""6"":100,""9"":10}","{""AquaLeaf"":46,""Optima"":31,""Orion"":47,""SilverBox"":63,""Vertex"":20}",978.75,"[570,410,369,1109,557,417,378,430,614,946,604,19]",2025-12-16T22:09:20+00:00
258,2026-02-01T06:36:18+00:00,"{""20"":90,""24"":141,""6"":82,""7"":44}","{""HomeArt"":100,""Lira"":5,""Lumen"":89,""TrueSound"":55,""Vertex"":34}",43870.72,"[661,724,561,378,489,111,697]",2026-02-08T03:32:47+00:00
259,2026-02-19T14:38:13+00:00,"{""12"":144,""13"":11,""17"":116,""21"":132,""4"":134,""8"":150}","{""Aster"":65,""Lumen"":66,""Rivex"":7,""Vertex"":37}",47615.30,"[777,39,1199,214,913,35]",2026-02-22T11:37:17+00:00
260,2025-12-17T08:40:12+00:00,"{""11"":39,""14"":36,""20"":115,""5"":115,""7"":131}","{""AquaLeaf"":96,""Lira"":99,""Smarton"":7}",16757.23,"[1060,904,734,794,729,646,81]",2026-02-06T18:47:32+00:00
261,2026-01-13T22:42:27+00:00,"{""13"":8,""14"":126,""19"":97,""23"":43,""6"":57,""9"":130}","{""Aster"":46,""HomeArt"":65,""Optima"":20,""PrimeTech"":36}",17793.53,"[252,1008,198,42,283,557,1149,399,621,874]",2026-02-18T18:32:25+00:00
262,2026-01-29T23:55:39+00:00,"{""1"":51,""15"":4,""17"":154,""21"":11,""23"":124,""7"":105}","{""MobiPro"":118,""NordLine"":106,""Rivex"":105,""SilverBox"":64,""Terra"":85}",10712.52,"[238,704,291,220,5,127,189,43,1121,1053]",2026-02-10T21:31:32+00:00
263,2025-12-15T09:58:13+00:00,"{""13"":109,""16"":130,""19"":151,""4"":39}","{""Aster"":97,""Brisk"":109,""Lira"":44,""Lumen"":50,""Rivex"":86}",9701.79,"[565,371,195,688,398,14,442,790,196]",2026-02-25T02:32:51+00:00
264,2026-02-03T02:51:34+00:00,"{""15"":143,""16"":97,""17"":16}","{""HomeArt"":72,""Neonix"":74,""Vertex"":8}",,"[1131,1064,77,432,667,54,1089,974,1096,255,833]",2026-02-08T21:24:56+00:00
265,2025-12-03T01:09:30+00:00,"{""1"":10,""11"":48,""18"":54,""20"":44,""7"":28}","{""CleverBee"":48,""PrimeTech"":35,""Smarton"":54}",36462.79,"[145,751,931,978,89,689]",2026-01-03T06:35:48+00:00
266,2026-02-02T18:24:13+00:00,"{""12"":19,""15"":146,""18"":67,""3"":25,""8"":31,""9"":148}","{""CleverBee"":4,""Foxly"":87,""MobiPro"":94}",10771.47,"[1104,129,1141,196,59,164]",2026-02-11T12:57:36+00:00
267,2026-02-17T23:04:12+00:00,"{""15"":106,""16"":102,""22"":147,""24"":108,""8"":156}","{""Futura"":57,""Neonix"":63,""Smarton"":75,""TrueSound"":73,""Vertex"":117}",3669.59,"[1189,902,656,383,111,443,1199,72]",2026-02-16T19:10:20+00:00
268,2026-02-14T22:59:44+00:00,"{""11"":130,""15"":114,""18"":33,""23"":11,""5"":11}","{""Futura"":41,""HomeArt"":37,""PixelWay"":11,""Terra"":55}",42226.29,"[23,266,660,925,1144,77,1148]",2026-02-27T22:44:22+00:00
269,2025-12-17T04:12:10+00:00,"{""1"":152,""13"":30,""15"":96,""23"":134,""24"":11,""5"":109,""8"":23}","{""HomeArt"":72,""Optima"":23,""Rivex"":28}",40236.51,"[518,361,1064,1153,598,842,869,959,1100]",2026-02-26T11:53:10+00:00
270,2026-02-03T17:23:35+00:00,"{""13"":105,""17"":48,""21"":121}","{""Futura"":49,""MobiPro"":99,""Neonix"":19,""Volna"":110}",19485.95,"[561,603,977,637,410,517,1190,317]",2026-02-25T02:00:55+00:00
271,2026-02-28T01:24:05+00:00,"{""10"":49,""16"":52,""17"":75,""22"":52,""23"":42,""5"":125}","{""Aster"":98,""Futura"":36,""Neonix"":99,""TrueSound"":34}",40292.61,"[674,391,520,766,1026,714]",2026-03-02T06:38:43+00:00
272,2026-02-03T08:35:02+00:00,"{""17"":84,""24"":67,""8"":27}","{""Aster"":2,""HomeArt"":113,""Lumen"":19,""Smarton"":61}",52310.87,"[511,287,376,398,578,1049,885,790,778]",2026-02-02T11:55:23+00:00
273,2026-01-09T06:15:38+00:00,"{""10"":90,""16"":93,""20"":144,""21"":83,""4"":66,""5"":121}","{""Brisk"":98,""Futura"":69,""HomeArt"":84,""MobiPro"":96,""Rivex"":78}",,"[739,1183,442,661,811,763,381,233,598,425]",2026-01-11T16:55:30+00:00
274,2025-12-13T04:18:38+00:00,"{""17"":152,""19"":63,""20"":89,""23"":76,""6"":57}","{""Aster"":22,""Brisk"":25,""Futura"":89,""Optima"":93,""Orion"":100,""PrimeTech"":88}",,"[631,373,143,1190,124,760,193]",2026-02-21T21:17:54+00:00
275,2026-01-06T22:44:20+00:00,"{""12"":87,""13"":157,""20"":156}","{""Aster"":40,""Brisk"":115,""Crafto"":115,""MobiPro"":25,""Volna"":8}",40292.13,"[1128,236,254,346,1118,1045]",2026-02-25T23:48:43+00:00
276,2026-01-07T10:34:41+00:00,"{""1"":121,""10"":30,""11"":21,""2"":65,""21"":31}","{""Futura"":26,""Lumen"":28,""MobiPro"":24,""PrimeTech"":66}",40567.75,"[110,449,491,824,74,893,855,866,881,912,634]",2026-02-01T19:27:52+00:00
277,2026-01-17T08:31:43+00:00,"{""1"":40,""12"":78,""2"":78,""5"":36,""6"":108}","{""Lumen"":76,""SilverBox"":9,""Smarton"":52,""TrueSound"":104}",,"[564,766,381,933,250,467,1185,546,456,340,1076,145]",2026-02-24T19:33:10+00:00
278,2026-02-07T18:20:11+00:00,"{""22"":31,""4"":29,""7"":109,""8"":108}","{""HomeArt"":109,""Lira"":32,""Lumen"":70,""MobiPro"":3,""PixelWay"":82,""Volna"":88}",43701.84,"[62,564,74,585,387,938]",2026-02-16T18:16:08+00:00
279,2025-12-31T03:53:55+00:00,"{""13"":67,""16"":4,""22"":118,""4"":13,""7"":158,""9"":6}","{""AquaLeaf"":114,""MobiPro"":69,""PrimeTech"":53,""Vertex"":102}",44332.34,"[948,409,750,1157,319]",2026-01-27T22:17:32+00:00
280,2025-12-18T23:51:07+00:00,"{""1"":58,""11"":53,""19"":122,""24"":111,""9"":122}","{""Brisk"":41,""MobiPro"":103,""PrimeTech"":109}",59033.12,"[160,432,758,1074,854,1172,909]",2026-02-07T22:44:55+00:00
281,2025-12-25T05:23:27+00:00,"{""13"":50,""15"":40,""20"":113,""24"":115,""3"":117,""4"":45}","{""Aster"":20,""Orion"":116,""Smarton"":69,""Terra"":67,""TrueSound"":14,""UrbanFit"":110}",1931.77,"[335,249,714,792,65,1005,1040]",2026-02-02T15:08:48+00:00
282,2026-02-26T05:40:27+00:00,"{""13"":129,""17"":101,""2"":14}","{""Brisk"":37,""Crafto"":50,""MobiPro"":37,""Optima"":58}",10459.34,"[366,676,1105,1093,471]",
283,2026-01-10T10:01:03+00:00,"{""12"":28,""19"":143,""5"":160}","{""AquaLeaf"":96,""Brisk"":93,""HomeArt"":114,""PrimeTech"":5,""Smarton"":68}",,"[56,141,969,63,187,68,1162,1074,390,1175]",2026-01-14T21:23:14+00:00
284,2026-02-20T03:00:23+00:00,"{""14"":155,""22"":154,""3"":14}","{""Neonix"":49,""PrimeTech"":49,""Rivex"":32,""SilverBox"":52}",56515.03,"[221,557,980,132,325,436,429]",2026-02-14T10:36:15+00:00
285,2026-02-07T20:27:32+00:00,"{""10"":106,""15"":36,""21"":52,""3"":83}","{""Brisk"":63,""Crafto"":108,""Foxly"":63,""PixelWay"":95,""UrbanFit"":36}",,"[695,703,742,1121,749,161,377,1129,1142,845,20,87]",2026-02-05T03:47:50+00:00
286,2025-12-11T20:45:38+00:00,"{""13"":59,""14"":47,""15"":47,""16"":120,""19"":44,""5"":10}","{""AquaLeaf"":89,""Aster"":10,""Lira"":69,""Lumen"":10}",14492.13,"[876,9,321,352,343]",2025-12-18T22:49:42+00:00
287,2025-12-28T07:54:28+00:00,"{""13"":56,""2"":99,""4"":59}","{""HomeArt"":75,""Lira"":78,""PixelWay"":6,""TrueSound"":22}",56590.15,"[395,999,1056,184,269,11,152,769,832,335]",2026-01-08T06:10:06+00:00
288,2026-02-09T00:22:00+00:00,"{""18"":65,""20"":110,""22"":71,""9"":9}","{""AquaLeaf"":45,""Foxly"":40,""SilverBox"":42}",34431.35,"[611,503,621,1190,433,916]",2026-02-21T11:25:20+00:00
289,2026-01-14T21:32:02+00:00,"{""13"":108,""16"":54,""2"":40,""4"":118,""6"":75,""8"":22,""9"":82}","{""Brisk"":32,""NordLine"":12,""UrbanFit"":18}",1437.96,"[1194,214,563,244,621,97,36,391]",2026-01-31T19:51:50+00:00
290,2025-12-18T15:46:33+00:00,"{""10"":28,""20"":127,""3"":43,""4"":15,""5"":93,""6"":114,""9"":156}","{""Crafto"":30,""HomeArt"":6,""MobiPro"":52,""Optima"":34,""PrimeTech"":110}",8842.60,"[121,592,620,870,599,896,1066,1034,723]",2025-12-27T06:35:55+00:00
291,2025-12-30T15:50:29+00:00,"{""13"":123,""18"":109,""19"":22,""21"":130,""3"":37,""7"":77}","{""AquaLeaf"":90,""Lira"":67,""PrimeTech"":104,""Terra"":16,""UrbanFit"":60}",12254.07,"[379,437,265,634,41,444]",2026-02-05T09:41:56+00:00
292,2025-12-07T10:04:36+00:00,"{""1"":88,""19"":39,""23"":141}","{""AquaLeaf"":4,""Lira"":38,""Neonix"":4,""TrueSound"":80}",45034.56,"[226,1190,10,878,514,407,645]",2026-01-26T06:47:17+00:00
293,2026-02-06T03:41:21+00:00,"{""2"":78,""4"":104,""9"":24}","{""Brisk"":55,""HomeArt"":54,""Neonix"":109,""Rivex"":53,""SilverBox"":94,""Smarton"":61}",,"[292,979,582,415,1004,77,592,303,145,1048]",2026-02-04T00:42:48+00:00
294,2026-01-07T11:21:58+00:00,"{""1"":56,""15"":124,""18"":130,""23"":117,""24"":105,""3"":53}","{""Lumen"":55,""Optima"":32,""PrimeTech"":43,""Rivex"":87,""SilverBox"":48,""Volna"":39}",37298.38,"[762,200,241,925,1114,810,809]",2026-02-24T08:57:01+00:00
295,2025-12-23T11:47:33+00:00,"{""10"":30,""18"":86,""2"":49,""20"":91,""7"":120}","{""Optima"":33,""Orion"":12,""Rivex"":6,""Smarton"":85}",5216.16,"[668,672,588,560,227,903]",2026-02-15T18:30:58+00:00
296,2025-12-11T23:03:56+00:00,"{""11"":158,""18"":112,""21"":25,""5"":57,""7"":15}","{""AquaLeaf"":98,""Aster"":13,""Brisk"":108,""Foxly"":75,""Neonix"":114,""SilverBox"":71}",10526.42,"[889,64,93,358,664]",2026-02-02T01:34:50+00:00
297,2026-01-27T20:37:37+00:00,"{""14"":125,""17"":143,""22"":39,""6"":47,""7"":101}","{""Foxly"":106,""Lumen"":71,""SilverBox"":81}",57669.75,"[355,354,765,459,408,879,926]",2026-02-14T11:54:53+00:00
298,2025-12-30T18:55:35+00:00,"{""14"":89,""2"":74,""23"":5}","{""AquaLeaf"":70,""Foxly"":2,""Futura"":119,""Optima"":22,""Terra"":2}",54262.95,"[253,696,404,889,1089,1094,304,222,25]",2025-12-24T20:11:22+00:00
299,2026-01-24T10:03:30+00:00,"{""1"":105,""13"":68,""18"":70,""19"":156,""21"":122,""24"":84,""7"":140}","{""Aster"":37,""CleverBee"":35,""Neonix"":44,""Orion"":97}",1621.97,"[824,789,340,391,103]",2026-02-19T08:11:53+00:00
300,2026-02-08T02:20:38+00:00,"{""1"":41,""16"":82,""21"":53,""24"":150,""5"":70,""8"":158}","{""Brisk"":37,""MobiPro"":79,""NordLine"":104}",57670.47,"[493,802,69,498,598,5,84,94,728,1055,99,1002]",2026-02-16T16:00:36+00:00
301,2025-12-08T01:31:07+00:00,"{""12"":133,""15"":43,""22"":120,""6"":139,""8"":153}","{""MobiPro"":51,""NordLine"":31,""Rivex"":66,""SilverBox"":17,""Terra"":5}",50076.56,"[1038,549,19,863,344,925]",2026-02-21T05:16:15+00:00
302,2025-12-18T13:06:02+00:00,"{""11"":49,""13"":130,""18"":97,""22"":152,""8"":93,""9"":75}","{""Aster"":89,""Futura"":45,""Lira"":37,""Rivex"":58,""SilverBox"":117,""Smarton"":108}",53853.48,"[908,608,674,617,831,286]",2026-02-16T21:33:53+00:00
303,2026-01-28T00:46:58+00:00,"{""14"":97,""18"":64,""2"":74,""20"":142,""21"":123,""7"":104}","{""Aster"":47,""Brisk"":115,""PixelWay"":101,""Rivex"":61,""UrbanFit"":4,""Vertex"":29}",38469.28,"[760,64,1099,224,1174,1152,481,1062,140,51,776]",2026-03-02T07:09:00+00:00
304,2025-12-31T10:17:43+00:00,"{""14"":87,""15"":24,""18"":40,""20"":75,""22"":28,""4"":39,""7"":139}","{""Brisk"":30,""Rivex"":80,""Terra"":115}",18003.77,"[1169,1086,839,24,680,398,620,60,992,1074,1132,942]",2026-01-31T23:57:39+00:00
305,2025-12-07T21:42:10+00:00,"{""13"":97,""14"":48,""19"":146,""21"":17,""23"":79,""3"":19,""8"":17}","{""Lumen"":26,""Rivex"":34,""SilverBox"":103,""Terra"":87}",52602.70,"[327,1073,126,458,760,1178,525,205,1198,581,82,145]",2026-01-07T05:15:24+00:00
306,2026-02-16T17:27:20+00:00,"{""1"":112,""10"":37,""14"":115,""21"":8,""7"":59,""9"":35}","{""Lira"":15,""Lumen"":36}",31567.17,"[301,217,253,1136,505,534,231,1003,203]",2026-02-11T04:50:54+00:00
307,2026-02-16T07:20:21+00:00,"{""1"":153,""14"":73,""17"":42,""22"":19}","{""CleverBee"":56,""Futura"":95,""SilverBox"":109,""Vertex"":108}",43474.05,"[962,85,237,325,933,404,872,574,1009,693,730]",2026-02-16T05:08:13+00:00
308,2026-01-16T04:13:20+00:00,"{""11"":116,""21"":114,""24"":57,""3"":71,""6"":41,""9"":136}","{""AquaLeaf"":25,""HomeArt"":83,""Lumen"":30,""Neonix"":51,""Rivex"":81}",,"[66,912,897,461,11,1000]",2026-01-25T23:13:31+00:00
309,2025-12-23T22:06:30+00:00,"{""12"":53,""21"":68,""3"":56}","{""Foxly"":70,""Optima"":101,""SilverBox"":86}",12738.16,"[39,568,396,580,1051,1004,910]",
310,2026-01-17T15:00:02+00:00,"{""14"":136,""17"":45,""19"":35,""2"":150,""21"":42,""23"":134,""4"":28}","{""HomeArt"":31,""NordLine"":58,""Terra"":103,""Volna"":11}",15172.24,"[662,385,274,510,128,1164,1057]",2026-02-11T18:49:05+00:00
